ConfirmedDate,LabNo,ALSC,Station,DepthMeters,SampleDate,Time,SO4,NO3,CI,F,ANC,DIC,DOC,SIO2,CA2+,MG2+,Na+,K+,NH4+,AL_TD,AL_TM,AL_OM,AL_IM,LABPH,AIREQPH,TRUCOLOR,SCONDUCT,TOTAL_PHOS,CHLOROPHYLL
1993.06.01,93X0561,050684,1,0,1993.06.09,1335,5.560,0.522,0.310,0.078,55.960,0.700,4.053,5.030,2.530,0.500,0.640,0.310,0.023,59,30,33,0,6.615,6.870,25,24.23,,
1993.07.01,93X0710,050684,1,0,1993.07.15,1245,5.610,0.127,0.320,0.096,66.920,0.910,4.009,4.410,2.740,0.490,0.610,0.290,0.018,31,27,18,10,6.658,7.000,25,25.66,,
1993.08.01,93X0814,050684,1,0,1993.08.11,1515,6.070,-0.010,0.260,0.078,64.470,1.010,4.585,1.840,2.540,0.650,0.760,0.370,-0.002,90,19,19,0,6.733,6.610,25,24.54,,
1993.09.01,93X0937,050684,1,0,1993.09.15,1350,6.540,-0.005,0.330,0.096,72.770,1.100,3.778,2.850,2.940,0.560,0.690,0.300,0.000,18,5,13,0,6.722,6.960,15,26.65,,
1993.10.01,93X1024,050684,1,0,1993.10.14,1243,6.130,0.187,0.360,0.097,73.860,1.240,3.653,3.610,3.120,0.580,0.720,0.320,0.007,13,24,17,7,6.814,6.990,15,26.58,,
1993.11.01,93X1125,050684,1,0,1993.11.10,1350,5.980,0.217,0.380,0.094,78.380,1.240,3.744,4.000,3.110,0.580,0.730,0.290,0.008,28,10,1,9,6.867,7.080,20,26.77,,
1993.12.01,93X1208,050684,1,0,1993.12.13,1335,6.700,0.372,0.430,0.092,80.510,1.320,4.398,3.820,3.360,0.590,0.760,0.300,0.000,22,15,4,11,6.814,6.890,20,26.87,,
1994.01.01,94X0070,050684,1,0,1994.01.12,1200,6.200,0.361,0.390,0.094,101.890,1.620,3.848,4.500,3.920,0.590,0.740,0.330,0.025,36,39,38,1,6.637,7.060,20,28.74,,
1994.02.01,94X0133,050684,91,0,1994.02.07,1215,6.610,0.500,0.480,0.099,78.080,1.710,4.162,4.450,3.580,0.650,0.920,0.290,0.049,42,57,36,21,6.527,6.780,20,30.69,,
1994.02.01,94X0134,050684,92,0,1994.02.07,1218,6.610,0.475,0.440,0.091,91.390,1.770,4.197,4.490,3.420,0.650,0.910,0.280,0.049,41,47,36,11,6.577,6.970,20,30.60,,
1994.02.01,94X0135,050684,93,0,1994.02.07,1220,6.620,0.483,0.450,0.103,80.560,1.740,4.268,4.370,3.430,0.650,0.910,0.280,0.040,43,37,36,1,6.591,7.100,20,30.79,,
1994.03.01,94X0259,050684,1,0,1994.03.09,1245,6.890,0.705,0.410,0.095,91.940,2.630,4.527,4.880,3.740,0.650,0.920,0.370,0.054,50,53,51,2,6.327,6.930,20,32.02,,
1994.04.01,94X0353,050684,1,0,1994.04.07,1150,6.920,1.194,0.470,0.091,69.130,2.510,4.724,5.260,3.570,0.640,0.820,0.320,0.052,100,55,48,7,6.231,6.960,25,32.57,,
1994.05.01,94X0467,050684,1,0,1994.05.03,1210,5.130,0.858,0.330,0.076,53.480,1.500,4.690,5.430,2.610,0.440,0.570,0.260,0.017,134,104,81,23,6.155,6.670,30,22.86,,
1994.06.01,94X0571,050684,1,0,1994.06.01,1335,5.470,0.495,0.340,0.093,36.700,0.880,4.630,3.440,2.730,0.500,0.580,0.250,0.003,83,54,31,23,6.644,6.810,25,24.11,,
1994.07.01,94X0667,050684,1,0,1994.07.05,1115,5.550,0.206,0.310,0.088,69.690,1.030,5.087,3.670,2.730,0.490,0.640,0.290,0.035,49,29,43,0,6.519,6.900,20,25.72,,
1994.08.01,94X0807,050684,1,0,1994.08.01,1045,5.550,0.071,0.320,0.100,66.370,0.970,5.117,3.140,2.850,0.510,0.680,0.280,0.023,30,62,36,26,6.584,7.060,20,25.32,,
1994.09.01,94X0929,050684,1,0,1994.09.06,1050,6.130,0.033,0.320,0.106,70.610,1.040,4.858,4.550,2.910,0.540,0.640,0.280,0.002,27,35,35,0,6.657,6.920,20,26.87,,
1994.10.01,94X1029,050684,1,0,1994.10.03,1420,6.560,0.137,0.340,0.104,73.020,1.000,4.244,3.740,2.810,0.530,0.690,0.300,0.015,20,38,35,3,6.814,6.980,25,27.04,,
1994.11.01,94X1129,050684,1,0,1994.11.01,1430,5.720,0.219,0.370,0.095,75.940,1.500,4.250,3.760,2.980,0.540,0.710,0.310,0.019,41,43,39,4,6.582,7.120,20,27.72,,
1994.12.01,94X1269,050684,1,0,1994.12.07,1240,5.840,0.439,0.350,0.093,71.300,1.280,5.028,4.290,3.100,0.520,0.670,0.310,0.035,81,50,50,0,6.474,6.670,35,27.50,,
1995.01.01,95X0076,050684,1,0,1995.01.12,1130,6.810,0.421,0.390,0.098,97.070,1.660,3.799,4.710,3.290,0.610,0.800,0.330,0.013,42,31,29,2,6.545,6.940,20,30.42,,
1995.02.01,95X0114,050684,91,0,1995.02.06,1145,5.810,1.110,0.380,0.081,62.990,1.810,4.814,5.730,2.930,0.540,0.650,0.270,0.020,116,54,43,11,6.193,6.880,35,28.01,,
1995.02.01,95X0115,050684,92,0,1995.02.06,1147,5.820,1.117,0.370,0.082,62.160,2.040,4.867,5.530,2.930,0.520,0.660,0.270,0.020,116,48,48,0,6.186,6.870,35,28.01,,
1995.02.01,95X0116,050684,93,0,1995.02.06,1149,5.810,1.113,0.380,0.081,70.200,1.960,4.896,4.950,2.950,0.510,0.650,0.270,0.020,113,59,48,11,6.194,6.820,35,27.91,,
1995.03.01,95X0207,050684,1,0,1995.03.02,1225,6.200,1.204,0.360,0.083,63.370,1.840,4.857,5.140,2.900,0.560,0.690,0.270,0.031,123,81,88,0,6.221,6.780,30,28.72,,
1995.04.01,95X0320,050684,1,0,1995.04.03,1105,5.220,0.930,0.380,0.079,75.230,2.650,4.044,4.750,3.070,0.530,0.670,0.250,0.003,91,60,49,11,6.148,6.960,25,27.45,,
1995.05.01,95X0430,050684,1,0,1995.05.03,1225,5.730,0.773,0.320,0.085,66.980,1.080,3.201,4.380,2.790,0.500,0.670,0.260,0.008,67,41,41,0,6.734,6.880,25,26.83,,
1995.06.01,95X0514,050684,1,0,1995.06.01,1300,5.950,0.428,0.320,0.090,76.910,0.950,3.445,4.140,2.960,0.500,0.670,0.250,0.004,41,34,28,6,6.783,7.090,20,27.12,,
1995.07.01,95X0614,050684,1,0,1995.07.05,1345,5.840,0.068,0.380,0.099,95.470,1.440,3.869,2.900,3.290,0.560,0.720,0.270,0.019,28,42,33,9,6.714,7.050,20,28.38,,
1995.08.01,95X0871,050684,1,0,1995.08.02,1200,5.940,0.073,0.330,0.100,78.310,1.340,4.229,1.960,3.110,0.570,0.700,0.270,0.020,29,51,35,16,6.683,7.190,20,27.75,,
1995.09.01,95X1069,050684,1,0,1995.09.11,1400,6.130,0.003,0.360,0.113,78.710,1.100,4.109,1.950,3.000,0.570,0.750,0.250,0.020,36,59,32,27,6.755,6.860,20,27.48,,
1995.10.01,95X1146,050684,91,0,1995.10.04,1330,6.200,0.083,0.360,0.101,78.080,1.270,3.574,1.760,2.850,0.590,0.730,0.250,0.021,19,40,40,0,6.701,6.850,20,27.68,,
1995.10.01,95X1147,050684,92,0,1995.10.04,1333,6.190,0.087,0.360,0.103,78.380,1.210,3.727,1.610,2.830,0.590,0.730,0.250,0.025,17,40,40,0,6.654,6.830,15,27.58,,
1995.10.01,95X1148,050684,93,0,1995.10.04,1335,6.180,0.077,0.340,0.105,78.180,1.190,3.686,1.820,2.810,0.590,0.730,0.250,0.012,17,40,33,7,6.685,6.970,20,27.77,,
1995.11.01,95X1264,050684,1,0,1995.11.02,1415,6.020,0.117,0.370,0.090,62.390,1.150,5.625,3.320,3.050,0.570,0.710,0.300,0.008,72,77,78,0,6.526,6.780,30,27.16,,
1995.12.01,95X1350,050684,91,0,1995.12.05,1553,,,,0.106,65.880,,6.266,,3.020,0.570,0.810,0.340,0.017,,84,116,0,6.460,6.780,35,28.78,,
1995.12.01,95X1351,050684,92,0,1995.12.05,1555,,,,0.106,64.400,,6.041,,3.030,0.580,0.820,0.340,0.020,,75,92,0,6.517,6.700,35,28.48,,
1995.12.01,95X1352,050684,93,0,1995.12.05,1557,,,,0.106,65.130,,6.202,,3.020,0.580,0.810,0.340,0.017,,57,84,0,6.511,6.810,35,28.12,,
1996.01.01,96X0023,050684,1,0,1996.01.08,1230,6.410,0.326,0.404,0.054,78.050,1.877,5.494,3.835,3.093,0.577,0.892,0.379,0.072,132,44,44,0,6.379,7.020,35,28.39,,
1996.02.01,96X0094,050684,1,0,1996.02.08,1130,7.123,1.029,0.515,0.063,96.290,1.362,6.547,5.128,3.415,0.636,1.077,0.414,0.028,228,67,68,0,6.084,6.680,40,32.59,,
1996.03.01,96X0127,050684,1,0,1996.03.04,1245,6.736,1.298,0.402,0.047,62.630,2.978,5.257,5.724,3.512,0.590,0.894,0.312,0.032,81,81,69,12,6.253,6.710,35,30.69,,
1996.04.01,96X0194,050684,1,0,1996.04.08,1015,6.186,1.246,0.418,0.065,63.340,2.967,4.376,5.295,3.214,0.576,0.830,0.310,0.054,57,111,72,39,6.264,6.930,35,27.87,,
1996.05.01,96X0260,050684,1,0,1996.05.14,1350,5.331,0.781,0.323,0.070,28.000,0.961,5.081,4.231,2.561,0.450,0.669,0.250,0.025,113,76,76,0,6.426,6.500,40,23.27,,
1996.06.01,96X0359,050684,1,0,1996.06.05,1215,5.180,0.542,0.340,0.078,48.360,0.640,4.758,4.740,2.480,0.440,0.600,0.250,0.013,120,65,79,0,6.443,6.790,30,23.36,,
1996.07.01,96X0458,050684,91,0,1996.07.08,1530,5.080,0.370,0.320,0.088,57.250,0.990,5.032,4.000,2.370,0.440,0.580,0.250,0.027,70,57,57,0,6.660,6.790,35,23.03,,
1996.07.01,96X0459,050684,92,0,1996.07.08,1534,5.090,0.369,0.300,0.088,53.310,0.880,4.908,3.730,2.460,0.460,0.580,0.260,0.032,69,57,57,0,6.625,6.850,35,23.23,,
1996.07.01,96X0460,050684,93,0,1996.07.08,1538,5.090,0.371,0.300,0.088,55.140,0.930,4.887,3.660,2.460,0.440,0.570,0.270,0.027,71,52,57,0,6.611,6.880,35,23.23,,
1996.08.01,96X0633,050684,91,0,1996.08.05,1250,4.560,0.177,0.300,0.094,62.000,0.990,5.320,4.480,2.630,0.470,0.550,0.260,0.055,71,48,43,5,6.451,6.820,35,23.31,,
1996.08.01,96X0634,050684,92,0,1996.08.05,1252,4.560,0.177,0.300,0.091,63.490,1.020,5.686,4.700,2.620,0.480,0.550,0.260,0.052,73,48,38,10,6.440,6.830,35,24.37,,
1996.08.01,96X0635,050684,93,0,1996.08.05,1254,4.590,0.181,0.300,0.092,60.870,0.960,5.380,4.390,2.630,0.470,0.560,0.260,0.042,71,48,38,10,6.452,6.810,35,23.79,,
1996.09.01,96X0758,050684,1,0,1996.09.03,1230,5.570,0.142,0.320,0.103,62.610,0.850,4.879,3.970,2.820,0.480,0.680,0.250,0.015,54,41,36,5,6.687,6.780,25,24.44,,
1996.10.01,96X0857,050684,1,0,1996.10.01,1225,5.540,0.212,0.310,0.096,66.300,0.990,4.413,3.740,2.740,0.480,0.600,0.250,0.033,52,20,38,0,6.687,6.980,25,25.70,,
1996.11.01,96X0956,050684,91,0,1996.11.04,1200,5.710,0.319,0.350,0.091,72.140,1.000,4.712,4.100,2.940,0.490,0.630,0.240,0.002,34,49,45,4,6.749,6.920,20,26.29,,
1996.11.01,96X0957,050684,92,0,1996.11.04,1205,5.690,0.319,0.350,0.098,71.460,1.090,4.448,4.190,2.860,0.510,0.640,0.230,0.002,33,42,93,0,6.804,6.870,20,26.09,,
1996.11.01,96X0958,050684,93,0,1996.11.04,1210,5.690,0.328,0.400,0.093,71.190,1.130,4.776,4.230,2.890,0.510,0.650,0.270,0.012,31,49,86,0,6.782,6.910,20,26.69,,
1996.12.01,96X1035,050684,1,0,1996.12.02,1140,4.920,0.575,0.320,0.070,45.170,0.950,6.874,4.390,2.990,0.450,0.610,0.310,0.004,151,89,83,6,6.136,6.560,40,22.99,,
1997.01.01,97X0004,050684,1,0,1997.01.06,1235,5.680,0.757,0.350,0.087,34.660,1.390,5.849,4.930,3.020,0.490,0.620,0.290,0.004,132,103,88,15,6.128,6.610,40,26.69,,
1997.02.01,97X0086,050684,1,0,1997.02.03,1200,6.010,0.668,0.360,0.091,62.610,1.560,6.576,5.540,2.700,0.520,0.690,0.290,0.032,130,88,80,8,6.127,6.740,50,29.80,,
1997.03.01,97X0169,050684,1,0,1997.03.03,1015,5.720,1.090,0.410,0.082,46.670,1.890,6.092,5.580,2.770,0.480,0.600,0.270,0.048,140,111,87,24,6.055,6.650,40,27.23,,
1997.04.01,97X0259,050684,1,0,1997.04.01,1000,5.800,1.408,0.350,0.079,48.100,1.780,5.795,6.720,2.690,0.470,0.650,0.300,0.046,159,98,71,27,5.911,6.650,55,27.32,,
1997.05.01,97X0429,050684,91,0,1997.05.13,1210,4.920,0.811,0.290,0.075,50.680,0.710,4.609,4.630,2.380,0.390,0.630,0.250,0.028,239,62,62,0,6.465,6.580,25,22.94,,
1997.05.01,97X0430,050684,92,0,1997.05.13,1212,4.960,0.823,0.290,0.076,48.790,0.650,4.614,4.730,2.470,0.390,0.640,0.260,0.026,117,66,70,0,6.455,6.780,30,23.14,,
1997.05.01,97X0431,050684,93,0,1997.05.13,1214,4.900,0.822,0.290,0.078,47.200,0.640,4.649,4.540,2.110,0.410,0.660,0.280,0.005,129,62,66,0,6.418,6.700,30,23.14,,
1997.06.01,97X0479,050684,1,0,1997.06.02,1210,5.410,0.666,0.310,0.073,49.940,0.760,4.056,4.080,2.420,0.390,0.590,0.230,-0.061,94,83,60,23,6.468,6.810,30,23.41,,
1997.07.01,97X0624,050684,1,0,1997.07.03,1155,5.380,0.386,0.310,0.080,57.460,1.090,4.106,2.860,2.370,0.400,0.600,0.220,0.051,38,60,45,15,6.450,6.930,25,23.87,,
1997.08.01,97X0793,050684,1,0,1997.08.06,1120,5.350,0.137,0.310,0.081,69.170,1.000,5.040,2.730,2.450,0.460,0.630,0.240,0.027,33,49,46,3,6.637,6.980,25,24.24,,
1997.09.01,97X0954,050684,1,0,1997.09.08,1255,5.350,0.132,0.300,0.091,64.860,1.040,3.960,2.500,2.690,0.440,0.640,0.250,-0.002,23,44,47,0,6.627,6.830,20,24.47,,
1997.10.01,97X1073,050684,1,0,1997.10.02,1350,5.320,0.149,0.310,0.088,70.520,0.990,3.888,2.290,2.480,0.460,0.670,0.240,0.021,26,41,34,7,6.692,6.890,25,25.20,,
1997.11.01,97X1171,050684,91,0,1997.11.04,1145,5.240,0.177,0.330,0.095,77.770,1.140,3.995,3.560,2.700,0.480,0.640,0.300,-0.005,33,46,45,1,6.652,6.960,30,25.67,,
1997.11.01,97X1172,050684,92,0,1997.11.04,1147,5.300,0.184,0.340,0.096,77.190,1.070,3.909,3.610,2.700,0.480,0.640,0.300,-0.002,32,49,45,4,6.669,6.980,20,25.88,,
1997.11.01,97X1173,050684,93,0,1997.11.04,1150,5.250,0.192,0.340,0.096,78.020,1.050,3.902,3.610,2.710,0.470,0.630,0.310,-0.005,31,49,45,4,6.663,6.980,20,25.47,,
1997.12.01,97X1274,050684,1,0,1997.12.03,1210,5.800,0.316,0.380,0.092,74.540,1.030,4.334,4.010,2.850,0.480,0.650,0.260,-0.019,46,48,40,8,6.613,6.790,20,26.89,,
1998.01.01,98X0027,050684,1,0,1998.01.07,1300,5.760,0.550,0.380,0.081,72.130,1.410,4.439,4.328,2.740,0.470,0.660,0.270,0.013,76,61,56,5,6.479,6.890,25,27.05,,
1998.02.01,98X0109,050684,1,0,1998.02.04,1220,5.130,1.617,0.280,0.080,33.140,1.460,6.675,5.464,2.240,0.400,0.490,0.310,0.026,170,120,105,15,5.844,6.230,45,24.20,,
1998.03.01,98X0190,050684,91,0,1998.03.04,1130,5.510,1.338,0.300,0.078,46.820,2.290,5.505,6.174,2.520,0.440,0.610,0.280,-0.001,150,127,105,22,5.887,6.510,35,25.77,,
1998.03.01,98X0191,050684,92,0,1998.03.04,1132,5.490,1.343,0.300,0.079,48.690,2.110,5.572,6.316,2.560,0.440,0.600,0.270,0.007,149,132,105,27,5.931,6.530,35,25.87,,
1998.03.01,98X0192,050684,93,0,1998.03.04,1135,5.500,1.358,0.300,0.081,47.700,2.020,5.551,6.316,2.490,0.430,0.590,0.270,0.007,150,121,99,22,5.909,6.510,40,25.77,,
1998.04.01,98X0283,050684,1,0,1998.04.02,1150,4.340,1.606,0.190,0.066,29.850,1.450,4.878,5.092,2.070,0.340,0.450,0.220,0.013,122,100,88,12,5.671,6.270,45,21.53,,
1998.05.01,98X0395,050684,91,0,1998.05.06,1140,4.670,0.486,0.270,0.076,63.820,1.060,4.467,4.779,2.480,0.400,0.560,0.240,0.018,89,69,62,7,6.580,6.890,30,23.13,,
1998.05.01,98X0396,050684,92,0,1998.05.06,1142,4.690,0.538,0.270,0.075,64.940,1.000,4.533,4.679,2.490,0.400,0.550,0.230,0.021,85,69,62,7,6.653,6.890,30,23.23,,
1998.05.01,98X0397,050684,93,0,1998.05.06,1144,4.740,0.536,0.270,0.076,64.830,0.990,4.500,4.779,2.480,0.390,0.540,0.230,0.018,87,62,54,8,6.631,6.820,30,23.13,,
1998.06.01,98X0489,050684,91,0,1998.06.02,0915,4.920,0.220,0.300,0.092,77.270,1.380,4.079,4.143,2.400,0.430,0.620,0.270,0.014,55,46,45,1,6.536,6.920,20,24.44,,
1998.06.01,98X0490,050684,92,0,1998.06.02,0917,4.920,0.213,0.300,0.092,76.120,1.350,3.968,4.143,2.360,0.420,0.620,0.280,0.011,109,42,45,0,6.523,6.870,20,24.04,,
1998.06.01,98X0491,050684,93,0,1998.06.02,0920,4.900,0.211,0.290,0.090,75.570,1.320,3.843,4.143,2.390,0.420,0.620,0.270,0.014,55,46,41,5,6.544,6.930,20,23.64,,
1998.07.01,98X0665,050684,1,0,1998.07.06,1205,4.640,0.235,0.310,0.084,68.660,1.030,5.358,3.583,2.400,0.390,0.620,0.230,0.029,83,60,60,0,6.477,6.930,40,23.19,,
1998.08.01,98X0896,050684,1,0,1998.08.12,1310,4.730,0.130,0.270,0.083,66.120,0.870,4.948,3.724,2.470,0.410,0.640,0.280,0.001,39,45,45,0,6.782,6.870,30,22.89,,
1998.09.01,98X1005,050684,1,0,1998.09.09,1330,4.690,0.224,0.250,0.090,71.920,0.790,4.873,3.601,2.500,0.410,0.660,0.230,0.016,41,42,36,6,6.618,6.900,30,24.33,,
1998.10.01,98X1081,050684,1,0,1998.10.07,1245,5.080,0.125,0.280,0.097,79.940,1.040,4.488,4.146,2.530,0.500,0.690,0.230,0.000,42,51,27,24,6.661,6.980,25,25.27,,
1998.11.01,98X1165,050684,1,0,1998.11.03,1230,5.090,0.201,0.310,0.083,83.190,1.340,4.448,4.137,2.620,0.500,0.640,0.220,0.017,33,43,43,0,6.763,6.950,25,25.70,,
1998.12.01,98X1292,050684,1,0,1998.12.07,1015,5.310,0.373,0.320,0.084,80.200,1.250,4.573,5.213,2.590,0.480,0.650,0.250,0.054,33,42,42,0,6.717,6.870,25,26.54,,
1999.01.01,99X0044,050684,91,0,1999.01.06,1245,6.120,0.495,0.370,0.097,92.870,1.590,4.924,5.154,3.010,0.560,0.860,0.300,0.034,28,44,40,4,6.602,7.040,15,30.90,,
1999.01.01,99X0045,050684,92,0,1999.01.06,1246,6.090,0.494,0.360,0.098,90.300,1.570,4.689,5.352,2.990,0.560,0.860,0.300,0.034,35,48,40,8,6.635,7.110,20,30.90,,
1999.01.01,99X0046,050684,93,0,1999.01.06,1247,6.100,0.498,0.380,0.094,90.700,1.670,4.699,5.545,3.030,0.560,0.860,0.310,0.039,34,48,44,4,6.622,7.050,20,30.70,,
1999.02.01,99X0132,050684,91,0,1999.02.03,1200,5.580,0.663,0.330,0.126,74.990,1.690,4.794,6.260,2.780,0.520,0.690,0.270,0.032,46,46,50,0,6.461,6.900,40,28.36,,
1999.02.01,99X0133,050684,92,0,1999.02.03,1202,5.620,0.670,0.310,0.129,73.390,1.650,4.765,6.023,2.800,0.520,0.690,0.270,0.037,51,46,46,0,6.469,6.880,25,28.56,,
1999.02.01,99X0134,050684,93,0,1999.02.03,1204,5.580,0.662,0.310,0.094,72.820,1.750,4.888,6.141,2.770,0.520,0.680,0.270,0.035,44,46,46,0,6.431,6.840,25,28.46,,
1999.03.01,99X0222,050684,91,0,1999.03.03,1205,6.160,0.892,0.400,0.094,87.870,2.310,5.235,6.138,3.320,0.600,0.810,0.320,0.064,66,59,49,10,6.373,6.960,25,30.79,,
1999.03.01,99X0223,050684,92,0,1999.03.03,1207,6.160,0.894,0.400,0.094,94.140,2.310,5.324,6.037,3.270,0.590,0.800,0.320,0.067,68,54,49,5,6.355,7.030,25,31.19,,
1999.03.01,99X0224,050684,93,0,1999.03.03,1210,6.170,0.888,0.390,0.097,89.870,2.410,5.241,5.936,3.180,0.580,0.790,0.310,0.064,59,54,49,5,6.428,7.050,25,31.19,,
1999.04.01,99X0372,050684,1,0,1999.04.08,1220,5.070,1.003,0.380,0.076,64.140,2.630,4.308,5.648,2.790,0.470,0.690,0.260,0.033,80,74,56,18,6.212,6.990,30,25.90,,
1999.05.01,99X0449,050684,1,0,1999.05.04,1135,4.900,0.713,0.310,0.077,62.650,1.000,4.137,4.489,2.550,0.430,0.630,0.240,0.023,78,43,37,6,6.667,6.950,25,24.57,,
1999.06.01,99X0589,050684,1,0,1999.06.02,1125,5.160,0.264,0.320,0.093,69.030,1.220,4.300,4.146,2.600,0.460,0.640,0.270,-0.003,53,42,37,5,6.714,6.870,25,25.00,,
1999.07.01,99X0747,050684,1,0,1999.07.01,1135,5.350,0.102,0.290,0.098,74.750,1.350,4.231,3.623,2.680,0.480,0.670,0.270,-0.018,38,38,34,4,6.726,7.100,20,25.60,,
1999.08.01,99X0914,050684,1,0,1999.08.02,1220,5.530,0.050,0.310,0.101,74.490,1.520,4.296,2.430,2.610,0.490,0.740,0.260,-0.007,22,41,34,7,6.745,6.990,25,25.50,,
1999.09.01,99X1073,050684,1,0,1999.09.01,1600,5.820,0.022,0.430,0.105,75.870,1.200,3.931,2.200,2.750,0.520,0.730,0.270,0.002,21,37,39,0,6.889,7.000,20,26.70,,
1999.10.01,99X1223,050684,91,0,1999.10.05,1136,6.070,0.094,0.370,0.092,73.690,1.040,3.893,2.590,2.780,0.510,0.700,0.290,0.015,34,41,41,0,6.663,7.000,25,26.63,,
1999.10.01,99X1224,050684,92,0,1999.10.05,1138,6.070,0.099,0.380,0.094,73.140,1.010,4.016,2.500,2.780,0.520,0.720,0.290,0.025,24,44,44,0,6.659,6.950,25,26.73,,
1999.10.01,99X1225,050684,93,0,1999.10.05,1140,6.100,0.098,0.370,0.095,74.240,1.000,4.192,2.590,2.780,0.520,0.700,0.280,0.020,22,41,44,0,6.664,6.910,25,26.63,,
1999.11.01,99X1353,050684,1,0,1999.11.03,1145,6.150,0.172,0.360,0.089,72.870,1.120,4.209,2.660,2.930,0.520,0.710,0.260,0.003,32,45,41,4,6.700,6.900,25,27.23,,
1999.12.01,99X1464,050684,1,0,1999.12.07,1000,6.180,0.281,0.380,0.085,77.690,1.320,4.103,3.270,2.820,0.480,0.710,0.250,0.025,39,48,52,0,6.499,6.830,25,27.23,,
2000.01.01,00X0021,050684,1,0,2000.01.04,1210,6.800,0.667,0.450,0.083,67.050,1.290,4.528,4.190,2.950,0.590,0.820,0.300,0.034,58,49,54,0,6.426,6.920,25,29.60,,
2000.02.01,00X0120,050684,1,0,2000.02.07,1550,7.540,0.566,0.420,0.098,103.400,1.880,4.714,4.810,3.500,0.660,0.830,0.290,0.010,54,50,50,0,6.416,7.070,25,32.67,,
2000.03.01,00X0176,050684,1,0,2000.03.01,1220,6.900,0.780,0.420,0.090,74.160,1.850,4.589,4.330,3.280,0.620,0.760,0.300,0.049,56,51,51,0,6.350,6.950,25,30.69,,
2000.04.01,00X0385,050684,1,0,2000.04.06,1150,5.410,0.877,0.360,0.073,53.090,2.310,5.067,5.250,2.630,0.460,0.640,0.220,0.017,117,60,66,0,6.076,6.860,30,25.34,,
2000.05.01,00X0461,050684,1,0,2000.05.01,1215,5.260,0.726,0.320,0.078,45.410,0.790,5.474,5.830,2.530,0.440,0.580,0.220,0.002,118,69,56,13,6.440,6.770,30,23.46,,
2000.06.01,00X0659,050684,91,0,2000.06.08,1125,5.160,0.168,0.310,0.078,53.750,0.880,5.784,3.600,2.470,0.430,0.600,0.250,0.001,95,52,52,0,6.491,6.930,40,23.17,,
2000.06.01,00X0660,050684,92,0,2000.06.08,1127,5.160,0.173,0.310,0.076,52.980,0.930,5.689,3.650,2.440,0.430,0.590,0.240,-0.002,97,57,48,9,6.512,6.920,40,23.17,,
2000.06.01,00X0661,050684,93,0,2000.06.08,1129,5.190,0.163,0.310,0.078,50.580,0.870,5.662,3.700,2.450,0.430,0.590,0.240,-0.002,94,52,48,4,6.503,6.850,40,23.17,,
2000.07.01,00X0842,050684,1,0,2000.07.11,1250,5.190,0.047,0.290,0.085,65.210,0.980,5.597,2.380,2.380,0.480,0.610,0.260,0.002,65,45,34,11,6.613,6.990,40,23.36,,
2000.08.01,00X1074,050684,1,0,2000.08.14,1300,5.060,0.053,0.310,0.095,65.230,0.970,5.730,2.290,2.560,0.430,0.640,0.240,0.021,41,39,36,3,6.651,6.920,30,23.90,,
2000.09.01,00X1225,050684,1,0,2000.09.13,1315,5.230,0.103,0.370,0.089,70.690,0.920,4.945,2.810,2.430,0.480,0.800,0.300,0.024,34,38,38,0,6.607,6.990,25,24.70,,
2000.10.01,00X1291,050684,1,0,2000.10.04,1100,5.280,0.129,0.320,0.095,73.870,1.300,4.635,2.860,2.760,0.540,0.750,0.260,0.047,36,43,39,4,6.662,7.080,35,25.44,,
2000.11.01,00X1439,050684,1,0,2000.11.07,1155,5.520,0.120,0.340,0.094,85.610,1.240,4.378,3.280,2.850,0.560,0.790,0.260,0.024,33,40,40,0,6.747,7.180,25,26.80,,
2000.12.01,00X1499,050684,91,0,2000.12.06,1045,5.590,0.197,0.360,0.100,85.620,1.280,4.667,3.420,3.030,0.540,0.800,0.260,0.022,40,40,36,4,6.731,7.080,30,27.10,,
2000.12.01,00X1500,050684,92,0,2000.12.06,1047,5.670,0.207,0.360,0.101,85.330,1.290,4.480,3.530,2.990,0.530,0.810,0.260,0.013,40,40,36,4,6.716,7.090,30,27.00,,
2000.12.01,00X1501,050684,93,0,2000.12.06,1049,5.620,0.198,0.370,0.098,83.880,1.280,4.524,3.500,3.030,0.540,0.800,0.270,0.016,39,40,36,4,6.732,7.160,30,27.50,,
2001.01.01,01X0051,050684,91,0,2001.01.08,1225,5.670,0.566,0.370,0.102,76.270,1.460,4.834,4.590,3.470,0.550,0.830,0.320,0.017,66,60,55,5,6.476,7.020,35,28.20,,
2001.01.01,01X0052,050684,92,0,2001.01.08,1227,5.690,0.593,0.370,0.097,78.630,1.460,4.910,4.350,3.410,0.540,0.820,0.320,0.014,63,55,55,0,6.448,6.960,35,27.90,,
2001.01.01,01X0053,050684,93,0,2001.01.08,1229,5.700,0.561,0.370,0.095,76.110,1.470,5.004,4.310,3.050,0.540,0.810,0.310,0.017,64,55,55,0,6.459,6.900,30,27.90,,
2001.02.01,01X0104,050684,1,0,2001.02.01,1305,5.640,0.457,0.370,0.096,85.690,1.530,4.412,3.980,3.160,0.560,0.840,0.280,0.031,51,49,46,3,6.445,7.030,30,27.92,,
2001.03.01,01X0195,050684,1,0,2001.03.01,1005,5.940,0.659,0.400,0.090,85.390,1.920,4.496,4.830,3.130,0.560,0.850,0.290,0.069,58,49,46,3,6.365,7.150,25,29.60,,
